Index,CustomerId,Name,Company,City,Country,Phone 1,Phone 2,Email,Subscription Date,Website,Phone 1 Blanks,Phone 2 Blanks,Customer ID Lengths,Subscriptions Before 2022
134,f9fd69df000aed4,Don Gloutnay,Cohen-Henderson,La Prairie,Canada,870-417-5661,793-402-5061,gloutnaydon@email.com,10/31/21,https://lynn.com/,FALSE,FALSE,15,
135,fe3e6a58000fcc6,Mohammed Tardi,Bowen Inc,Coquitlam,Canada,366-661-5271,785-359-4718,tardimohammed@email.com,9/19/21,https://brown.biz/,FALSE,FALSE,15,
136,18edcec00003269,Michael Alonso,"Hogan, Rice and Roy",28036 MADRID,Spain,380-617-7801,114-259-4382,alonsomichael@email.com,3/13/21,https://www.cooke.com/,FALSE,FALSE,15,
137,8c51e5db0008534,Charles Legentil,Farrell-Bryan,Saint-Laurent,Canada,061-967-9081,-3470,legentilcharles@email.com,6/30/21,https://zamora-ross.org/,FALSE,FALSE,15,
138,ac892dbe000ee74,Gordon Fielenbach,Boyer-Hart,D-79713 Bad Saeckingen,Germany,079-417-9763,-9967,fielenbachgordon@email.com,6/30/21,https://estes.com/,FALSE,FALSE,15,
139,590a19570000010,Robert Verwoerd,Glover-Roberts,6644 AZ Ewijk,Netherlands,236-969-0967,632-797-8496,verwoerdrobert@email.com,3/14/21,https://www.anthony-davis.info/,FALSE,FALSE,15,
140,b04054560006db3,J Clark Bruns,Mckenzie-Simon,Cambridge,Canada,504-650-1379,471-229-8657,brunsj clark@email.com,5/31/21,https://www.barry.com/,FALSE,FALSE,15,
141,705341970006f48,Eriks Desbiens,"Booker, Castillo and Beck",Chateauguay,Canada,996-187-8214,052-968-8180,desbienseriks@email.com,3/31/21,https://www.gutierrez.com/,FALSE,FALSE,15,
142,1b604a8b0002fb6,Bernard Landry,Mercer-Booth,Montreal,Canada,907-325-7885,762-711-5467,landrybernard@email.com,6/30/21,https://www.wyatt.com/,FALSE,FALSE,15,
143,e1c1b7fc000bcea,Claude Murphy,Thompson-Fritz,Mississauga,Canada,499-678-2793,516-823-2327,murphyclaude@email.com,1/31/21,https://www.velasquez-white.org/,FALSE,FALSE,15,
144,b46be563000ba6e,Luc L'Abbe,"Fleming, Zamora and Graham",Laval,Canada,333-046-0351,-1988,labbeluc@email.com,10/1/21,https://www.owen.org/,FALSE,FALSE,15,
145,a7867161000d7b9,Jan Bickle,Tanner-Richards,Ajax,Canada,678-518-4984,875-641-0333,bicklejan@email.com,10/31/21,https://www.richard-horne.biz/,FALSE,FALSE,15,
146,5e2b41630007b9f,Allen Gravel,Navarro-Payne,Montreal,Canada,662-590-1788,143-161-4985,gravelallen@email.com,5/14/21,https://www.matthews-ware.com/,FALSE,FALSE,15,
147,47b731e5000c309,Wally Beaudoin,Conrad-Hanson,Saint-Laurent,Canada,815-244-2002,621-270-9355,beaudoinwally@email.com,2/17/21,https://www.donaldson-vega.com/,FALSE,FALSE,15,
148,43d161c30005156,John Livingstone,Bernard and Sons,Kentville,Canada,256-921-9316,530-747-6571,livingstonejohn@email.com,8/22/21,https://www.barron.com/,FALSE,FALSE,15,
149,ad443b6b0006328,Geoff Dusome,"Rodgers, Bullock and Daniels",Winnipeg,Canada,159-547-6407,166-934-2168,dusomegeoff@email.com,10/31/21,https://colon.com/,FALSE,FALSE,15,
150,7726b297000c3a8,Roshni Sauter Miller,"Schaefer, Hobbs and Wells",1000 San Jose,Costa Rica,912-173-7608,126-581-3225,sauter millerroshni@email.com,10/30/21,https://fritz-alexander.org/,FALSE,FALSE,15,
151,0b42f86100030c9,David Silva,Blackwell-Randall,6219 NT MAASSTRICHT,Netherlands,396-483-1471,-7165,silvadavid@email.com,10/31/21,https://randolph-kane.biz/,FALSE,FALSE,15,
152,c058d60f000cd82,Brian Bergkamp,Perry and Sons,5685 BC BEST,Netherlands,241-537-5263,-4117,bergkampbrian@email.com,7/24/21,https://murray.com/,FALSE,FALSE,15,
153,7840d7d90003bd0,Dean Daamen,"Fleming, Johns and Morrow",3823 DP AMERSFOORT,Netherlands,807-797-8740,005-389-4368,daamendean@email.com,7/15/21,https://www.lin-flowers.com/,FALSE,FALSE,15,
154,16e31c83000dc65,Lester Bechte,Ingram-Murphy,30459 Hannover,Germany,159-731-3544,752-880-9590,bechtelester@email.com,12/15/20,https://booth.com/,FALSE,FALSE,15,
155,ec70ab490009d79,Reinaldo Meyers,"Parsons, Kerr and Robbins",Dhahran,Saudi Arabia,020-378-7777,551-426-3999,meyersreinaldo@email.com,9/19/21,https://www.austin.com/,FALSE,FALSE,15,
156,f4fa929f000595c,Linda Peddie-Vasquez,"Ali, Woodward and Woodard",Orangeville,Canada,776-325-2657,793-131-4867,peddie-vasquezlinda@email.com,2/27/21,https://www.ayers-jensen.com/,FALSE,FALSE,15,
157,f3364c6b0007f80,Leigh Remecki,"Galloway, Owen and Ibarra",Mirabel,Canada,981-851-6829,443-349-2802,remeckileigh@email.com,5/31/21,https://castillo.com/,FALSE,FALSE,15,
158,895b7d3b0002dcd,Cornelis Wesenberg,Zamora and Sons,Ottawa,Canada,578-124-7689,069-988-0883,wesenbergcornelis@email.com,11/30/20,https://moon-parsons.com/,FALSE,FALSE,15,
159,43751001000d01d,Alan Kaufman,Francis-Kline,Kitchener,Canada,773-187-1234,070-346-3476,kaufmanalan@email.com,1/8/21,https://hooper-humphrey.com/,FALSE,FALSE,15,
160,053ffabc0000260,John Enns,Jones and Sons,Calgary,Canada,219-079-3350,659-301-1825,ennsjohn@email.com,4/24/21,https://www.waller.com/,FALSE,FALSE,15,
161,f97208a900077b5,Haruki Myers,Montoya PLC,Mississauga,Canada,795-178-9635,470-901-6154,myersharuki@email.com,6/30/21,https://www.rosario.com/,FALSE,FALSE,15,
162,da3fd9e7000915d,Phillipe Homburg,Pugh-Odom,4002 GB TIEL,Netherlands,803-568-5156,534-578-6289,homburgphillipe@email.com,5/16/21,https://lawrence.biz/,FALSE,FALSE,15,
163,6436358e000fe33,Donald Ulmer,Rhodes-Carter,Kanata,Canada,575-649-9602,749-695-2828,ulmerdonald@email.com,1/4/21,https://kirk.org/,FALSE,FALSE,15,
164,ebe5bb780000000,Andre Alarie,Estrada-Atkins,Saint-Romuald,Canada,797-490-4550,930-650-3473,alarieandre@email.com,10/10/21,https://www.boone.com/,FALSE,FALSE,15,
165,d2006eaf0000c5f,Ellen Francis,Chan Ltd,Burnaby,Canada,174-469-3483,603-374-1226,francisellen@email.com,11/30/21,https://www.hess.net/,FALSE,FALSE,15,
166,d5ce614e0005516,Ramon Drolet,Harrell PLC,Saint-Francois-de-la-Rivere-du-Sud,Canada,073-458-6092,943-404-0481,droletramon@email.com,1/27/21,https://frazier-stephenson.org/,FALSE,FALSE,15,
167,4f259074000e3fb,Pierre Belley,Mayer PLC,Montreal,Canada,220-915-3707,760-365-3897,belleypierre@email.com,4/30/21,https://nixon.com/,FALSE,FALSE,15,
168,28458c740000306,Ron Zimmermann,"Bautista, Blevins and Joyce",Chateauguay,Canada,134-470-3456,-8151,zimmermannron@email.com,8/26/21,https://bean.net/,FALSE,FALSE,15,
169,b30f881900025c9,Francisco Aaram,Mercer and Sons,1346 GJETTUM,Norway,337-643-5663,182-859-7395,aaramfrancisco@email.com,1/31/21,https://www.nixon.com/,FALSE,FALSE,15,
170,e77e8f15000c2d7,Bruce Broker,Cardenas-Carney,5627 HC Eindhoven,Netherlands,437-970-3543,-8347,brokerbruce@email.com,3/14/21,https://blackwell-stout.net/,FALSE,FALSE,15,
171,164d1606000692a,Garry Mercure,Garrett-Gallagher,Pierrefond,Canada,408-278-0968,526-729-4712,mercuregarry@email.com,3/1/21,https://www.ruiz.com/,FALSE,FALSE,15,
172,e50c2705000de41,Howard Paquin,"Keith, Howard and Hawkins",Ottawa,Canada,156-363-2974,101-514-2162,paquinhoward@email.com,6/12/21,https://www.livingston.com/,FALSE,FALSE,15,
173,25ae7f65000430e,Hamid Hoon,Huber-Castro,SINGAPORE,Singapore,632-700-4999,375-954-4398,hoonhamid@email.com,6/28/21,https://www.atkinson.net/,FALSE,FALSE,15,
174,f8971383000d879,Marie Cook,Rose Ltd,Vancouver,Canada,499-415-9248,-8133,cookmarie@email.com,4/30/21,https://www.glover.org/,FALSE,FALSE,15,
175,14d5e20e00036a7,Robert Faccone,Gentry-Waters,Dorval,Canada,894-188-0945,819-808-7937,facconerobert@email.com,6/30/21,https://jimenez.net/,FALSE,FALSE,15,
176,c82b392f0005d9a,Dave Wadsworth,Fisher PLC,Toronto,Canada,744-078-1419,463-492-5230,wadsworthdave@email.com,10/22/21,https://coffey.net/,FALSE,FALSE,15,
177,4e2163ec0008d0e,Ross Di Mario,"Thompson, Sellers and Lloyd",Stittsville,Canada,-5013,467-716-8716,di marioross@email.com,4/30/21,https://fernandez.com/,FALSE,FALSE,15,
178,e2020c350002f71,John Hickey,"Rice, Gould and Mccall",Port Colborne,Canada,4682694682,655-716-4940,hickeyjohn@email.com,10/31/21,https://www.phillips.info/,FALSE,FALSE,15,
179,2491bf8b000773a,Wilhelm Shipley,Cordova Group,Elmira,Canada,725-960-3587,611-044-7130,shipleywilhelm@email.com,11/17/21,https://www.jenkins-krueger.info/,FALSE,FALSE,15,
180,ba03e148000be25,David Desjardins,Kramer-Parsons,Mont-Royal,Canada,836-038-9393,691-674-8671,desjardinsdavid@email.com,3/19/21,https://www.carr.org/,FALSE,FALSE,15,
181,c807fc6d0001d03,Brent McAllister,Rice LLC,Niagara Falls,Canada,841-483-3064,274-619-0114,mcallisterbrent@email.com,3/2/21,https://monroe.info/,FALSE,FALSE,15,
,,,,,,,,,,,,,,
