Index,Customer Id,First Name,Last Name,Name,Company,City,Country,Phone 1,Ext.1,Phone 2,Ext.2,Missing Phone,Email,Subscription Date,Website,Before 2022
124,d0e238a00005321,David,Silva,David Silva,Blackwell-Randall,6219 NT MAASSTRICHT,Netherlands,396-483-1471,7583,-7165,84289,FALSE,silvadavid@email.com,10/31/21,https://randolph-kane.biz/,1
125,5c5f8933000b3a1,Anthony,Ouellet,Anthony Ouellet,Parker-Silva,Mont-Royal,Canada,423-840-8414,8487,-9159,862,FALSE,ouelletanthony@email.com,11/16/21,https://www.park.com/,1
126,0a27d38a000db86,Gordon,Fielenbach,Gordon Fielenbach,Boyer-Hart,D-79713 Bad Saeckingen,Germany,079-417-9763,1173,-9967,87500,FALSE,fielenbachgordon@email.com,6/30/21,https://estes.com/,1
127,a7bc064c000acfc,Mohammed,Rasko,Mohammed Rasko,Fuller Ltd,Edmonton,Canada,338-335-9171,416,-4123,384,FALSE,raskomohammed@email.com,8/17/21,https://hardin.net/,1
128,d58006490005c5b,Tony,Allaire,Tony Allaire,"Allison, Ward and Lynn",St Bonaventure,Canada,462-834-1009,40782,-7541,36,FALSE,allairetony@email.com,3/31/21,https://www.sanford.info/,1
129,59bba51d0009fc3,Marie,Cook,Marie Cook,Rose Ltd,Vancouver,Canada,499-415-9248,7727,-8133,659,FALSE,cookmarie@email.com,4/30/21,https://www.glover.org/,1
130,a53a11090007a72,Geoff,Dusome,Geoff Dusome,"Rodgers, Bullock and Daniels",Winnipeg,Canada,159-547-6407,,166-934-2168,4200,FALSE,dusomegeoff@email.com,10/31/21,https://colon.com/,1
131,427610ae0003039,Hamid,Hoon,Hamid Hoon,Huber-Castro,SINGAPORE,Singapore,632-700-4999,,375-954-4398,4599,FALSE,hoonhamid@email.com,6/28/21,https://www.atkinson.net/,1
132,8723def6000aebd,Claude,Murphy,Claude Murphy,Thompson-Fritz,Mississauga,Canada,499-678-2793,98018,516-823-2327,,FALSE,murphyclaude@email.com,1/31/21,https://www.velasquez-white.org/,1
133,b0dca0cd0000022,Michael,Longley,Michael Longley,Johnson Ltd,Newmarket,Canada,156-633-3743,2060,549-475-9969,352,FALSE,longleymichael@email.com,10/31/21,https://wood.org/,1
134,494eba47000e1d0,Adil,Frank,Adil Frank,Dougherty LLC,D-97502 Euerbach,Germany,603-991-6573,,566-074-0373,42276,FALSE,frankadil@email.com,4/24/21,https://www.goodman.com/,1
135,93ff8fd1000b2d8,Ellen,Francis,Ellen Francis,Chan Ltd,Burnaby,Canada,174-469-3483,5013,603-374-1226,1406,FALSE,francisellen@email.com,11/30/21,https://www.hess.net/,1
136,bd5a183a0003f47,Robert,Verwoerd,Robert Verwoerd,Glover-Roberts,6644 AZ Ewijk,Netherlands,236-969-0967,,632-797-8496,863,FALSE,verwoerdrobert@email.com,3/14/21,https://www.anthony-davis.info/,1
137,9e60e3515000000,John,Hickey,John Hickey,"Rice, Gould and Mccall",Port Colborne,Canada,468-269-4682,,655-716-4940,871,FALSE,hickeyjohn@email.com,10/31/21,https://www.phillips.info/,1
138,a7c0833e000557a,David,Desjardins,David Desjardins,Kramer-Parsons,Mont-Royal,Canada,836-038-9393,26,691-674-8671,,FALSE,desjardinsdavid@email.com,3/19/21,https://www.carr.org/,1
139,b82ef1b64100000,Don,Gloutnay,Don Gloutnay,Cohen-Henderson,La Prairie,Canada,870-417-5661,107,793-402-5061,556,FALSE,gloutnaydon@email.com,10/31/21,https://lynn.com/,1
140,13d7040e0005844,Henry,Johnston,Henry Johnston,"Werner, Best and Hurley",Guelph,Canada,017-947-6945,9659,952-225-1045,832,FALSE,johnstonhenry@email.com,3/6/21,https://bartlett.com/,1
141,c4dc4c06000b9aa,Christian,Allison,Christian Allison,"Marshall, Warren and Holloway",Oakville,Canada,769-024-8085,,959-534-1765,,FALSE,allisonchristian@email.com,4/5/21,https://gonzales.com/,1
142,fe890218000665f,Ron,Dickinson,Ron Dickinson,"Reynolds, Curtis and Lamb",300191 Tianjin,China,928-124-3993,62776,999-745-4235,,FALSE,dickinsonron@email.com,8/2/21,https://gallagher-ellison.biz/,1
143,1bb81cd10007ca2,Dean,Daamen,Dean Daamen,"Fleming, Johns and Morrow",3823 DP AMERSFOORT,Netherlands,807-797-8740,,005-389-4368,70486,FALSE,daamendean@email.com,7/15/21,https://www.lin-flowers.com/,1
144,6eb14a99000a8b9,Sanjay,Gougeon,Sanjay Gougeon,Reed-Duffy,Montreal,Canada,855-331-5303,,007-978-8023,5539,FALSE,gougeonsanjay@email.com,11/9/20,https://chaney.info/,1
145,2ee3a9a70009000,Luc,Kither,Luc Kither,"Andersen, Gaines and Norman",ARMADALE,Australia,121-069-7901,,012-717-5375,,FALSE,kitherluc@email.com,11/30/21,https://ellison-cobb.com/,1
146,35540611000e481,Eriks,Desbiens,Eriks Desbiens,"Booker, Castillo and Beck",Chateauguay,Canada,996-187-8214,,052-968-8180,,FALSE,desbienseriks@email.com,3/31/21,https://www.gutierrez.com/,1
147,35e2beaf000dc9a,Cornelis,Wesenberg,Cornelis Wesenberg,Zamora and Sons,Ottawa,Canada,578-124-7689,3297,069-988-0883,,FALSE,wesenbergcornelis@email.com,11/30/20,https://moon-parsons.com/,1
148,b1652770000d0d3,Alan,Kaufman,Alan Kaufman,Francis-Kline,Kitchener,Canada,773-187-1234,94616,070-346-3476,,FALSE,kaufmanalan@email.com,1/8/21,https://hooper-humphrey.com/,1
149,dc5b2006000bd4a,Danielle,Soong,Danielle Soong,"Kaufman, Rangel and Beck",Thornhill,Canada,319-180-7553,,070-231-7216,874,FALSE,soongdanielle@email.com,9/30/21,https://humphrey.com/,1
150,e6d931920000000,Howard,Paquin,Howard Paquin,"Keith, Howard and Hawkins",Ottawa,Canada,156-363-2974,,101-514-2162,8945,FALSE,paquinhoward@email.com,6/12/21,https://www.livingston.com/,1
151,1b5bef86000928a,Vanel,Arbuthnot,Vanel Arbuthnot,Lamb LLC,Toronto,Canada,627-385-1633,91447,118-872-5638,,FALSE,arbuthnotvanel@email.com,11/10/20,https://www.mills.com/,1
152,f3a79d4b0000600,Roshni,Sauter Miller,Roshni Sauter Miller,"Schaefer, Hobbs and Wells",1000 San Jose,Costa Rica,912-173-7608,,126-581-3225,65166,FALSE,sauter millerroshni@email.com,10/30/21,https://fritz-alexander.org/,1
153,2d0f5bd10008be6,Francisco,Aaram,Francisco Aaram,Mercer and Sons,1346 GJETTUM,Norway,337-643-5663,,182-859-7395,1302,FALSE,aaramfrancisco@email.com,1/31/21,https://www.nixon.com/,1
154,190af93e0002120,Jean-Marc,Bowers,Jean-Marc Bowers,Colon-Drake,Walkerton,Canada,918-645-0324,,196-586-9447,4670,FALSE,bowersjean-marc@email.com,9/30/21,https://www.serrano-lang.biz/,1
155,725355480003089,Shellie,Beaudoin,Shellie Beaudoin,Spears LLC,Boucherville,Canada,-7623,3653,273-443-5672,527,FALSE,beaudoinshellie@email.com,12/15/20,https://www.underwood.com/,1
156,a5cae1ca0002aa7,Michael,Tseng,Michael Tseng,Gonzalez-Hurley,Hsin-Chu 300,Taiwan,-5936,6880,296-634-2399,39373,FALSE,tsengmichael@email.com,12/8/21,https://www.mayo.com/,1
157,ea6396530004490,Lee,Blackwell,Lee Blackwell,Osborne Ltd,Ottawa,Canada,046-751-3833,493,323-710-2957,327,FALSE,blackwelllee@email.com,12/3/20,https://perkins.net/,1
158,e48e9547000bb11,Tania,Green,Tania Green,Price-Benton,Brockville,Canada,785-672-9623,,350-407-8640,,FALSE,greentania@email.com,12/31/21,https://www.jenkins-harrison.net/,1
159,c574af5f000c3b1,Roger,Companys,Roger Companys,Huynh-Phillips,08029 Barcelona,Spain,397-504-3967,1627,400-296-8618,968,FALSE,companysroger@email.com,5/31/21,https://www.dalton.com/,1
160,97cc19100005421,Abbas,Sakaguchi,Abbas Sakaguchi,Shannon-Harmon,North York,Canada,991-312-0859,,447-581-1695,87012,FALSE,sakaguchiabbas@email.com,3/27/21,https://curtis-archer.info/,1
161,886c68310002d66,Ross,Di Mario,Ross Di Mario,"Thompson, Sellers and Lloyd",Stittsville,Canada,-5013,,467-716-8716,4461,FALSE,di marioross@email.com,4/30/21,https://fernandez.com/,1
162,5f394cd8000579b,Haruki,Myers,Haruki Myers,Montoya PLC,Mississauga,Canada,795-178-9635,4691,470-901-6154,7351,FALSE,myersharuki@email.com,6/30/21,https://www.rosario.com/,1
163,1b0ccc0d0000000,Ferdinando,Newton,Ferdinando Newton,"Malone, Rowland and Bullock",Roseneath,Canada,603-418-3398,,489-980-5927,13098,FALSE,newtonferdinando@email.com,7/17/21,https://guerrero-horne.com/,1
164,73fbf5d17000000,Ioan,Foo,Ioan Foo,Estes Ltd,Singapore 548241,Singapore,077-521-8857,,491-663-4316,,FALSE,fooioan@email.com,12/31/20,https://lester.net/,1
165,eee8b48c0000000,Garry,Mercure,Garry Mercure,Garrett-Gallagher,Pierrefond,Canada,408-278-0968,17796,526-729-4712,,FALSE,mercuregarry@email.com,3/1/21,https://www.ruiz.com/,1
166,f0792c64000f0d4,John,Livingstone,John Livingstone,Bernard and Sons,Kentville,Canada,256-921-9316,481,530-747-6571,6219,FALSE,livingstonejohn@email.com,8/22/21,https://www.barron.com/,1
167,daa05eb70005012,Richard,Boswell,Richard Boswell,Vega Ltd,Sandton,South Africa,451-227-6682,,624-936-0823,,FALSE,boswellrichard@email.com,4/30/21,https://kent.biz/,1
168,8af57d9b0003286,John,Enns,John Enns,Jones and Sons,Calgary,Canada,219-079-3350,2930,659-301-1825,6764,FALSE,ennsjohn@email.com,4/24/21,https://www.waller.com/,1
169,c70cf543000d2a8,Marian,Roman,Marian Roman,Ballard-Wagner,Cambridge,Canada,200-514-1049,8785,664-086-6720,31092,FALSE,romanmarian@email.com,5/31/21,https://myers.org/,1
170,404845f04000000,Qasim,McDiarmid,Qasim McDiarmid,Craig-Terrell,Cumberland,Canada,697-793-1252,89047,715-480-1272,800,FALSE,mcdiarmidqasim@email.com,12/11/20,https://www.kelly.com/,1
171,3661cb530001f3d,Donald,Ulmer,Donald Ulmer,Rhodes-Carter,Kanata,Canada,575-649-9602,,749-695-2828,,FALSE,ulmerdonald@email.com,1/4/21,https://kirk.org/,1
172,e12e72ef000d6ef,Lester,Bechte,Lester Bechte,Ingram-Murphy,30459 Hannover,Germany,159-731-3544,87205,752-880-9590,311,FALSE,bechtelester@email.com,12/15/20,https://booth.com/,1
173,84324fe3000e05a,Pierre,Belley,Pierre Belley,Mayer PLC,Montreal,Canada,220-915-3707,535,760-365-3897,,FALSE,belleypierre@email.com,4/30/21,https://nixon.com/,1
174,6dd5447e000b0e1,Bernard,Landry,Bernard Landry,Mercer-Booth,Montreal,Canada,907-325-7885,7308,762-711-5467,5074,FALSE,landrybernard@email.com,6/30/21,https://www.wyatt.com/,1
175,4b5cb68f0005353,Mohammed,Tardi,Mohammed Tardi,Bowen Inc,Coquitlam,Canada,366-661-5271,8254,785-359-4718,9134,FALSE,tardimohammed@email.com,9/19/21,https://brown.biz/,1
176,97ebaaca000fa0b,Linda,Peddie-Vasquez,Linda Peddie-Vasquez,"Ali, Woodward and Woodard",Orangeville,Canada,776-325-2657,,793-131-4867,,FALSE,peddie-vasquezlinda@email.com,2/27/21,https://www.ayers-jensen.com/,1
177,496fd32c0000d32,Peter,Cornelissen,Peter Cornelissen,Townsend-Weber,London,Canada,479-559-6654,369,834-594-5128,556,FALSE,cornelissenpeter@email.com,11/16/21,https://mcintosh-bishop.com/,1
178,70fba56f000187e,Mohamed,Wright,Mohamed Wright,"Haynes, Combs and Murillo",Cambridge,Canada,-11458,3871,855-438-3570,,FALSE,wrightmohamed@email.com,5/31/21,https://www.moore.com/,1
179,da29a02700075fd,Jan,Bickle,Jan Bickle,Tanner-Richards,Ajax,Canada,678-518-4984,,875-641-0333,950,FALSE,bicklejan@email.com,10/31/21,https://www.richard-horne.biz/,1
180,a320382c0000150,Andre,Alarie,Andre Alarie,Estrada-Atkins,Saint-Romuald,Canada,797-490-4550,,930-650-3473,47188,FALSE,alarieandre@email.com,10/10/21,https://www.boone.com/,1
181,e65e8eea00069a8,Bill,Luehof,Bill Luehof,Morgan LLC,North York,Canada,099-650-6578,8956,938-824-8764,,FALSE,luehofbill@email.com,5/31/21,https://waller.com/,1
