Index,CustomerId,length of customer id,Name,First Name,Last Name,Company,City,Country,Phone 1,Phone 2,Email,Subscription Date,Website,Phone 1,Extension,,Missing Phone,count,Formatted website
100,2354a0E336A91A1,15,Clarence Haynes,Clarence,Haynes,"Le, Nash and Cross",Judymouth,Honduras,(753)813-6941,783.639.1472,colleen91@faulkner.biz,3/11/2020,http://www.hatfield-saunders.net/,753-813-6941,,,FALSE,,http://http://www.hatfield-saunders.net//
101,9de7795c0004f9f,15,Abbas Sakaguchi,Abbas,Sakaguchi,Shannon-Harmon,North York,Canada,991-312-0859,447.581.1695x87012,sakaguchiabbas@email.com,3/27/2021,https://curtis-archer.info/,,,,FALSE,,http://https://curtis-archer.info//
102,2c2b3fc800059f1,15,Richard Dorion,Richard,Dorion,Wilkinson Inc,Montreal,Canada,+1-841-655-9574x649,+1-163-615-2531x196,dorionrichard@email.com,3/1/2021,https://barr.org/,,,,FALSE,,http://https://barr.org//
103,5b93b19b00019c9,15,Sanjay Gougeon,Sanjay,Gougeon,Reed-Duffy,Montreal,Canada,8553315303,007-978-8023x5539,gougeonsanjay@email.com,11/9/2020,https://chaney.info/,,,,FALSE,,http://https://chaney.info//
104,0a45c23900032a4,15,Mohamed Wright,Mohamed,Wright,"Haynes, Combs and Murillo",Cambridge,Canada,+1-976-946-9537x3871,855.438.3570,wrightmohamed@email.com,5/31/2021,https://www.moore.com/,,,,FALSE,,http://https://www.moore.com//
105,d8a0b08b0004abb,15,Marian Roman,Marian,Roman,Ballard-Wagner,Cambridge,Canada,200.514.1049x8785,664.086.6720x31092,romanmarian@email.com,5/31/2021,https://myers.org/,,,,FALSE,,http://https://myers.org//
106,3b175eb00002347,15,Qasim McDiarmid,Qasim,McDiarmid,Craig-Terrell,Cumberland,Canada,(697)793-1252x89047,715-480-1272x800,mcdiarmidqasim@email.com,12/11/2020,https://www.kelly.com/,,,,FALSE,,http://https://www.kelly.com//
107,f812b1a000041dc,15,Anthony Ouellet,Anthony,Ouellet,Parker-Silva,Mont-Royal,Canada,001-423-840-8414x8487,+1-669-970-7521x862,ouelletanthony@email.com,11/16/2021,https://www.park.com/,,,,FALSE,,http://https://www.park.com//
108,96da33e50002a97,15,Bill Luehof,Bill,Luehof,Morgan LLC,North York,Canada,099.650.6578x8956,938.824.8764,luehofbill@email.com,5/31/2021,https://waller.com/,,,,FALSE,,http://https://waller.com//
109,19a46ab80005da6,15,Tony Allaire,Tony,Allaire,"Allison, Ward and Lynn",St Bonaventure,Canada,001-462-834-1009x40782,+1-819-553-6170x0036,allairetony@email.com,3/31/2021,https://www.sanford.info/,,,,FALSE,,http://https://www.sanford.info//
110,fef7083c00087cf,15,Luc Kither,Luc,Kither,"Andersen, Gaines and Norman",ARMADALE,Australia,1210697901,012-717-5375,kitherluc@email.com,11/30/2021,https://ellison-cobb.com/,,,,FALSE,,http://https://ellison-cobb.com//
111,b563403500018df,15,Christian Allison,Christian,Allison,"Marshall, Warren and Holloway",Oakville,Canada,(769)024-8085,001-959-534-1765,allisonchristian@email.com,4/5/2021,https://gonzales.com/,,,,FALSE,,http://https://gonzales.com//
112,41915d6a000449e,15,Ioan Foo,Ioan,Foo,Estes Ltd,Singapore 548241,Singapore,077.521.8857,491-663-4316,fooioan@email.com,12/31/2020,https://lester.net/,,,,FALSE,,http://https://lester.net//
113,fcca81db00060c9,15,Mohammed Rasko,Mohammed,Rasko,Fuller Ltd,Edmonton,Canada,338-335-9171x416,+1-767-741-2616x384,raskomohammed@email.com,8/17/2021,https://hardin.net/,,,,FALSE,,http://https://hardin.net//
114,1e0be7bb0009cc9,15,Henry Johnston,Henry,Johnston,"Werner, Best and Hurley",Guelph,Canada,(017)947-6945x09659,001-952-225-1045x832,johnstonhenry@email.com,3/6/2021,https://bartlett.com/,,,,FALSE,,http://https://bartlett.com//
115,294bad8a0002a22,15,Maureen Fleming,Maureen,Fleming,"Rogers, Boyle and Farmer",Calgary,Canada,(815)925-7175x4081,(616)615-9255,flemingmaureen@email.com,7/29/2021,https://stephens.net/,,,,FALSE,,http://https://stephens.net//
116,83cb14d20005cc1,15,Michael Tseng,Michael,Tseng,Gonzalez-Hurley,Hsin-Chu 300,Taiwan,+1-122-513-5302x06880,296.634.2399x39373,tsengmichael@email.com,12/8/2021,https://www.mayo.com/,,,,FALSE,,http://https://www.mayo.com//
117,71d2834000066b3,15,Michael Longley,Michael,Longley,Johnson Ltd,Newmarket,Canada,(156)633-3743x2060,001-549-475-9969x0352,longleymichael@email.com,10/31/2021,https://wood.org/,,,,FALSE,,http://https://wood.org//
118,845a82d50004c0d,15,Adil Frank,Adil,Frank,Dougherty LLC,D-97502 Euerbach,Germany,(603)991-6573,001-566-074-0373x42276,frankadil@email.com,4/24/2021,https://www.goodman.com/,,,,FALSE,,http://https://www.goodman.com//
119,e2946c8f0001ff5,15,Vanel Arbuthnot,Vanel,Arbuthnot,Lamb LLC,Toronto,Canada,627.385.1633x91447,118.872.5638,arbuthnotvanel@email.com,11/10/2020,https://www.mills.com/,,,,FALSE,,http://https://www.mills.com//
120,cb7d4e2000077ae,15,Lee Blackwell,Lee,Blackwell,Osborne Ltd,Ottawa,Canada,001-046-751-3833x493,323.710.2957x327,blackwelllee@email.com,12/3/2020,https://perkins.net/,,,,FALSE,,http://https://perkins.net//
121,dea73610000e3cd,15,Tania Green,Tania,Green,Price-Benton,Brockville,Canada,7856729623,350-407-8640,greentania@email.com,12/31/2021,https://www.jenkins-harrison.net/,,,,FALSE,,http://https://www.jenkins-harrison.net//
122,9086bb28000a136,15,Ron Dickinson,Ron,Dickinson,"Reynolds, Curtis and Lamb",300191 Tianjin,China,001-928-124-3993x62776,001-999-745-4235,dickinsonron@email.com,8/2/2021,https://gallagher-ellison.biz/,,,,FALSE,,http://https://gallagher-ellison.biz//
123,1cf99f470005477,15,Elizabeth Townsend,Elizabeth,Townsend,Horne and Sons,Surrey,Canada,110.119.5793,(564)069-5663x26208,townsendelizabeth@email.com,5/31/2021,https://knapp-mcpherson.com/,,,,FALSE,,http://https://knapp-mcpherson.com//
124,abb3ef410006dec,15,Danielle Soong,Danielle,Soong,"Kaufman, Rangel and Beck",Thornhill,Canada,319-180-7553,070.231.7216x874,soongdanielle@email.com,9/30/2021,https://humphrey.com/,,,,FALSE,,http://https://humphrey.com//
125,d245d2320001835,15,Richard Boswell,Richard,Boswell,Vega Ltd,Sandton,South Africa,451-227-6682,624.936.0823,boswellrichard@email.com,4/30/2021,https://kent.biz/,,,,FALSE,,http://https://kent.biz//
126,a1b2579e000bf51,15,Donald Maille,Donald,Maille,Blankenship Group,Montreal,Canada,001-297-402-3698x6550,3852076147,mailledonald@email.com,6/28/2021,https://www.pacheco-hodges.org/,,,,FALSE,,http://https://www.pacheco-hodges.org//
127,ca7ea532000066e,15,Jean-Marc Bowers,Jean-Marc,Bowers,Colon-Drake,Walkerton,Canada,918.645.0324,196-586-9447x4670,bowersjean-marc@email.com,9/30/2021,https://www.serrano-lang.biz/,,,,FALSE,,http://https://www.serrano-lang.biz//
128,fc8ab9ae0008fd5,15,Peter Roberge,Peter,Roberge,Rollins Ltd,Pointe-Claire,Canada,659-811-0503x688,(830)120-2630,robergepeter@email.com,6/30/2021,https://www.soto-rocha.com/,,,,FALSE,,http://https://www.soto-rocha.com//
129,1e41e7580000452,15,Ferdinando Newton,Ferdinando,Newton,"Malone, Rowland and Bullock",Roseneath,Canada,(603)418-3398,489-980-5927x13098,newtonferdinando@email.com,7/17/2021,https://guerrero-horne.com/,,,,FALSE,,http://https://guerrero-horne.com//
130,9f30892f000b078,15,Peter Cornelissen,Peter,Cornelissen,Townsend-Weber,London,Canada,(479)559-6654x369,834-594-5128x556,cornelissenpeter@email.com,11/16/2021,https://mcintosh-bishop.com/,,,,FALSE,,http://https://mcintosh-bishop.com//
131,6e395b35000ad4d,15,Shellie Beaudoin,Shellie,Beaudoin,Spears LLC,Boucherville,Canada,+1-897-696-6031x3653,273.443.5672x527,beaudoinshellie@email.com,12/15/2020,https://www.underwood.com/,,,,FALSE,,http://https://www.underwood.com//
132,5df4d232000998e,15,Srikanth Cowan,Srikanth,Cowan,Holmes-Walls,Toronto,Canada,575.959.4454x2883,(913)040-5595x86422,cowansrikanth@email.com,12/18/2021,https://www.dean.biz/,,,,FALSE,,http://https://www.dean.biz//
133,486458200001475,15,Roger Companys,Roger,Companys,Huynh-Phillips,08029 Barcelona,Spain,397-504-3967x1627,400.296.8618x968,companysroger@email.com,5/31/2021,https://www.dalton.com/,,,,FALSE,,http://https://www.dalton.com//
134,0418bf92000b23e,15,Don Gloutnay,Don,Gloutnay,Cohen-Henderson,La Prairie,Canada,870-417-5661x107,001-793-402-5061x556,gloutnaydon@email.com,10/31/2021,https://lynn.com/,,,,FALSE,,http://https://lynn.com//
135,a94f8817000f06d,15,Mohammed Tardi,Mohammed,Tardi,Bowen Inc,Coquitlam,Canada,366.661.5271x8254,785.359.4718x9134,tardimohammed@email.com,9/19/2021,https://brown.biz/,,,,FALSE,,http://https://brown.biz//
136,23739853000a885,15,Michael Alonso,Michael,Alonso,"Hogan, Rice and Roy",28036 MADRID,Spain,380.617.7801x03749,(114)259-4382x840,alonsomichael@email.com,3/13/2021,https://www.cooke.com/,,,,FALSE,,http://https://www.cooke.com//
137,fb629ad1000368b,15,Charles Legentil,Charles,Legentil,Farrell-Bryan,Saint-Laurent,Canada,061-967-9081,-3470,legentilcharles@email.com,6/30/2021,https://zamora-ross.org/,,,,FALSE,,http://https://zamora-ross.org//
138,3bdd2c36000a45f,15,Gordon Fielenbach,Gordon,Fielenbach,Boyer-Hart,D-79713 Bad Saeckingen,Germany,(079)417-9763x1173,+1-729-401-8838x87500,fielenbachgordon@email.com,6/30/2021,https://estes.com/,,,,FALSE,,http://https://estes.com//
139,0a330be80006200,15,Robert Verwoerd,Robert,Verwoerd,Glover-Roberts,6644 AZ Ewijk,Netherlands,236.969.0967,001-632-797-8496x863,verwoerdrobert@email.com,3/14/2021,https://www.anthony-davis.info/,,,,FALSE,,http://https://www.anthony-davis.info//
140,de9e65960003ff6,15,J Clark Bruns,J Clark,Bruns,Mckenzie-Simon,Cambridge,Canada,(504)650-1379,4712298657,brunsj clark@email.com,5/31/2021,https://www.barry.com/,,,,FALSE,,http://https://www.barry.com//
141,b6f797bf0007019,15,Eriks Desbiens,Eriks,Desbiens,"Booker, Castillo and Beck",Chateauguay,Canada,(996)187-8214,052.968.8180,desbienseriks@email.com,3/31/2021,https://www.gutierrez.com/,,,,FALSE,,http://https://www.gutierrez.com//
142,0147d8c70007965,15,Bernard Landry,Bernard,Landry,Mercer-Booth,Montreal,Canada,(907)325-7885x7308,762-711-5467x5074,landrybernard@email.com,6/30/2021,https://www.wyatt.com/,,,,FALSE,,http://https://www.wyatt.com//
143,8a6d46ec0005d6a,15,Claude Murphy,Claude,Murphy,Thompson-Fritz,Mississauga,Canada,499.678.2793x98018,001-516-823-2327,murphyclaude@email.com,1/31/2021,https://www.velasquez-white.org/,,,,FALSE,,http://https://www.velasquez-white.org//
144,642340000008d2a,15,Luc L'Abbe,Luc,L'Abbe,"Fleming, Zamora and Graham",Laval,Canada,(333)046-0351x615,+1-201-503-1285x2179,labbeluc@email.com,10/1/2021,https://www.owen.org/,,,,FALSE,,http://https://www.owen.org//
145,5e006cec0000fbf,15,Jan Bickle,Jan,Bickle,Tanner-Richards,Ajax,Canada,001-678-518-4984,875-641-0333x950,bicklejan@email.com,10/31/2021,https://www.richard-horne.biz/,,,,FALSE,,http://https://www.richard-horne.biz//
146,d6d722e50000000,15,Allen Gravel,Allen,Gravel,Navarro-Payne,Montreal,Canada,001-662-590-1788x0872,(143)161-4985x7802,gravelallen@email.com,5/14/2021,https://www.matthews-ware.com/,,,,FALSE,,http://https://www.matthews-ware.com//
147,a6c650da000fd04,15,Wally Beaudoin,Wally,Beaudoin,Conrad-Hanson,Saint-Laurent,Canada,815.244.2002x72047,6212709355,beaudoinwally@email.com,2/17/2021,https://www.donaldson-vega.com/,,,,FALSE,,http://https://www.donaldson-vega.com//
148,86e68b23000aaea,15,John Livingstone,John,Livingstone,Bernard and Sons,Kentville,Canada,256-921-9316x481,530.747.6571x6219,livingstonejohn@email.com,8/22/2021,https://www.barron.com/,,,,FALSE,,http://https://www.barron.com//
149,c63af406000fe4b,15,Geoff Dusome,Geoff,Dusome,"Rodgers, Bullock and Daniels",Winnipeg,Canada,159.547.6407,001-166-934-2168x4200,dusomegeoff@email.com,10/31/2021,https://colon.com/,,,,FALSE,,http://https://colon.com//
150,e77385940004a3f,15,Roshni Sauter Miller,Roshni,Sauter Miller,"Schaefer, Hobbs and Wells",1000 San Jose,Costa Rica,912.173.7608,126-581-3225x65166,sauter millerroshni@email.com,10/30/2021,https://fritz-alexander.org/,,,,FALSE,,http://https://fritz-alexander.org//
151,3db0a75e800000,14,David Silva,David,Silva,Blackwell-Randall,6219 NT MAASSTRICHT,Netherlands,396.483.1471x07583,+1-496-386-6284x84289,silvadavid@email.com,10/31/2021,https://randolph-kane.biz/,,,,FALSE,,http://https://randolph-kane.biz//
152,06674869000579c,15,Brian Bergkamp,Brian,Bergkamp,Perry and Sons,5685 BC BEST,Netherlands,241.537.5263x1064,+1-091-580-3447x663,bergkampbrian@email.com,7/24/2021,https://murray.com/,,,,FALSE,,http://https://murray.com//
153,8291e6ec000c5d7,15,Dean Daamen,Dean,Daamen,"Fleming, Johns and Morrow",3823 DP AMERSFOORT,Netherlands,807.797.8740,005-389-4368x70486,daamendean@email.com,7/15/2021,https://www.lin-flowers.com/,,,,FALSE,,http://https://www.lin-flowers.com//
154,2515339b0004096,15,Lester Bechte,Lester,Bechte,Ingram-Murphy,30459 Hannover,Germany,159-731-3544x87205,752.880.9590x311,bechtelester@email.com,12/15/2020,https://booth.com/,,,,FALSE,,http://https://booth.com//
155,492064db0009a99,15,Reinaldo Meyers,Reinaldo,Meyers,"Parsons, Kerr and Robbins",Dhahran,Saudi Arabia,(020)378-7777x162,(551)426-3999x95752,meyersreinaldo@email.com,9/19/2021,https://www.austin.com/,,,,FALSE,,http://https://www.austin.com//
156,023fdc18000c9c4,15,Linda Peddie-Vasquez,Linda,Peddie-Vasquez,"Ali, Woodward and Woodard",Orangeville,Canada,776.325.2657,793-131-4867,peddie-vasquezlinda@email.com,2/27/2021,https://www.ayers-jensen.com/,,,,FALSE,,http://https://www.ayers-jensen.com//
157,aa9b6126000cec1,15,Leigh Remecki,Leigh,Remecki,"Galloway, Owen and Ibarra",Mirabel,Canada,(981)851-6829,(443)349-2802x1242,remeckileigh@email.com,5/31/2021,https://castillo.com/,,,,FALSE,,http://https://castillo.com//
158,0eb295dc0008fe5,15,Cornelis Wesenberg,Cornelis,Wesenberg,Zamora and Sons,Ottawa,Canada,578-124-7689x3297,069-988-0883,wesenbergcornelis@email.com,11/30/2020,https://moon-parsons.com/,,,,FALSE,,http://https://moon-parsons.com//
159,0692c8f40007588,15,Alan Kaufman,Alan,Kaufman,Francis-Kline,Kitchener,Canada,001-773-187-1234x94616,070-346-3476,kaufmanalan@email.com,1/8/2021,https://hooper-humphrey.com/,,,,FALSE,,http://https://hooper-humphrey.com//
160,bb23148d0006dbb,15,John Enns,John,Enns,Jones and Sons,Calgary,Canada,001-219-079-3350x2930,659-301-1825x6764,ennsjohn@email.com,4/24/2021,https://www.waller.com/,,,,FALSE,,http://https://www.waller.com//
161,9c4ba4ab0003b6e,15,Haruki Myers,Haruki,Myers,Montoya PLC,Mississauga,Canada,795-178-9635x4691,470-901-6154x7351,myersharuki@email.com,6/30/2021,https://www.rosario.com/,,,,FALSE,,http://https://www.rosario.com//
162,a131d446000b299,15,Phillipe Homburg,Phillipe,Homburg,Pugh-Odom,4002 GB TIEL,Netherlands,803.568.5156x37413,(534)578-6289,homburgphillipe@email.com,5/16/2021,https://lawrence.biz/,,,,FALSE,,http://https://lawrence.biz//
163,756058310000f4b,15,Donald Ulmer,Donald,Ulmer,Rhodes-Carter,Kanata,Canada,5756499602,749-695-2828,ulmerdonald@email.com,1/4/2021,https://kirk.org/,,,,FALSE,,http://https://kirk.org//
164,23dbe92b000d8b8,15,Andre Alarie,Andre,Alarie,Estrada-Atkins,Saint-Romuald,Canada,797.490.4550,930-650-3473x47188,alarieandre@email.com,10/10/2021,https://www.boone.com/,,,,FALSE,,http://https://www.boone.com//
165,79d25c820009591,15,Ellen Francis,Ellen,Francis,Chan Ltd,Burnaby,Canada,174.469.3483x5013,001-603-374-1226x1406,francisellen@email.com,11/30/2021,https://www.hess.net/,,,,FALSE,,http://https://www.hess.net//
166,58d812d90003540,15,Ramon Drolet,Ramon,Drolet,Harrell PLC,Saint-Francois-de-la-Rivere-du-Sud,Canada,073.458.6092x9422,9434040481,droletramon@email.com,1/27/2021,https://frazier-stephenson.org/,,,,FALSE,,http://https://frazier-stephenson.org//
167,9ce0bb890009f4a,15,Pierre Belley,Pierre,Belley,Mayer PLC,Montreal,Canada,(220)915-3707x535,760-365-3897,belleypierre@email.com,4/30/2021,https://nixon.com/,,,,FALSE,,http://https://nixon.com//
168,5b0dc2030007bff,15,Ron Zimmermann,Ron,Zimmermann,"Bautista, Blevins and Joyce",Chateauguay,Canada,(134)470-3456x44117,+1-195-208-7749x5746,zimmermannron@email.com,8/26/2021,https://bean.net/,,,,FALSE,,http://https://bean.net//
169,0272f8fa0005b06,15,Francisco Aaram,Francisco,Aaram,Mercer and Sons,1346 GJETTUM,Norway,(337)643-5663,182.859.7395x1302,aaramfrancisco@email.com,1/31/2021,https://www.nixon.com/,,,,FALSE,,http://https://www.nixon.com//
170,34b8f36f000a040,15,Bruce Broker,Bruce,Broker,Cardenas-Carney,5627 HC Eindhoven,Netherlands,437-970-3543x058,+1-484-993-6871x192,brokerbruce@email.com,3/14/2021,https://blackwell-stout.net/,,,,FALSE,,http://https://blackwell-stout.net//
171,5b75c35800097aa,15,Garry Mercure,Garry,Mercure,Garrett-Gallagher,Pierrefond,Canada,(408)278-0968x17796,526.729.4712,mercuregarry@email.com,2/28/2021,https://www.ruiz.com/,,,,FALSE,,http://https://www.ruiz.com//
172,8e28b57500074dd,15,Howard Paquin,Howard,Paquin,"Keith, Howard and Hawkins",Ottawa,Canada,156-363-2974,101.514.2162x8945,paquinhoward@email.com,6/12/2021,https://www.livingston.com/,,,,FALSE,,http://https://www.livingston.com//
173,ec6bce37000746d,15,Hamid Hoon,Hamid,Hoon,Huber-Castro,SINGAPORE,Singapore,6327004999,001-375-954-4398x4599,hoonhamid@email.com,6/28/2021,https://www.atkinson.net/,,,,FALSE,,http://https://www.atkinson.net//
174,cd0963e7000d603,15,Marie Cook,Marie,Cook,Rose Ltd,Vancouver,Canada,001-499-415-9248x7727,+1-960-370-6804x659,cookmarie@email.com,4/30/2021,https://www.glover.org/,,,,FALSE,,http://https://www.glover.org//
175,33850034000b781,15,Robert Faccone,Robert,Faccone,Gentry-Waters,Dorval,Canada,894-188-0945x0557,8198087937,facconerobert@email.com,6/30/2021,https://jimenez.net/,,,,FALSE,,http://https://jimenez.net//
176,74d1091500099cf,15,Dave Wadsworth,Dave,Wadsworth,Fisher PLC,Toronto,Canada,001-744-078-1419x1464,(463)492-5230,wadsworthdave@email.com,10/22/2021,https://coffey.net/,,,,FALSE,,http://https://coffey.net//
177,bf6b1406000d743,15,Ross Di Mario,Ross,Di Mario,"Thompson, Sellers and Lloyd",Stittsville,Canada,-5013,467.716.8716x4461,di marioross@email.com,4/30/2021,https://fernandez.com/,,,,FALSE,,http://https://fernandez.com//
178,6b0602cb0001ddd,15,John Hickey,John,Hickey,"Rice, Gould and Mccall",Port Colborne,Canada,4682694682,001-655-716-4940x871,hickeyjohn@email.com,10/31/2021,https://www.phillips.info/,,,,FALSE,,http://https://www.phillips.info//
179,b5756b730006938,15,Wilhelm Shipley,Wilhelm,Shipley,Cordova Group,Elmira,Canada,725.960.3587,6110447130,shipleywilhelm@email.com,11/17/2021,https://www.jenkins-krueger.info/,,,,FALSE,,http://https://www.jenkins-krueger.info//
180,9be3335a0009a3c,15,David Desjardins,David,Desjardins,Kramer-Parsons,Mont-Royal,Canada,(836)038-9393x026,001-691-674-8671,desjardinsdavid@email.com,3/19/2021,https://www.carr.org/,,,,FALSE,,http://https://www.carr.org//
181,b636ceff0001f0f,15,Brent McAllister,Brent,McAllister,Rice LLC,Niagara Falls,Canada,841.483.3064,(274)619-0114,mcallisterbrent@email.com,3/2/2021,https://monroe.info/,,,,FALSE,,http://https://monroe.info//
