Index,CustomerId,Customer ID Length,First Name,Last Name,Name,Company,City,Country,Phone 1,Phone 2,Missing Phone,Email,Subscription Date,Website,Subscriptions After 2022
127,2879a2c8000f44a,15,Donald,Maille,Donald Maille,Blankenship Group,Montreal,Canada,297-402-3698,385-207-6147,FALSE,mailledonald@email.com,6/28/2021,https://www.pacheco-hodges.org/,
128,5ae25f37000d7ca,15,Jean-Marc,Bowers,Jean-Marc Bowers,Colon-Drake,Walkerton,Canada,918-645-0324,196-586-9447,FALSE,bowersjean-marc@email.com,9/30/2021,https://www.serrano-lang.biz/,
129,d519ece50007544,15,Peter,Roberge,Peter Roberge,Rollins Ltd,Pointe-Claire,Canada,659-811-0503,830-120-2630,FALSE,robergepeter@email.com,6/30/2021,https://www.soto-rocha.com/,
130,e893530c000fe87,15,Ferdinando,Newton,Ferdinando Newton,"Malone, Rowland and Bullock",Roseneath,Canada,603-418-3398,489-980-5927,FALSE,newtonferdinando@email.com,7/17/2021,https://guerrero-horne.com/,
131,74091000000037ea,16,Peter,Cornelissen,Peter Cornelissen,Townsend-Weber,London,Canada,479-559-6654,834-594-5128,FALSE,cornelissenpeter@email.com,11/16/2021,https://mcintosh-bishop.com/,
132,5e62a87d000a62e,15,Shellie,Beaudoin,Shellie Beaudoin,Spears LLC,Boucherville,Canada,897-696-6031,273-443-5672,FALSE,beaudoinshellie@email.com,12/15/2020,https://www.underwood.com/,
133,9673307a000a4e1,15,Srikanth,Cowan,Srikanth Cowan,Holmes-Walls,Toronto,Canada,575-959-4454,913-040-5595,FALSE,cowansrikanth@email.com,12/18/2021,https://www.dean.biz/,
134,5531bb300007f00,15,Roger,Companys,Roger Companys,Huynh-Phillips,08029 Barcelona,Spain,397-504-3967,400-296-8618,FALSE,companysroger@email.com,5/31/2021,https://www.dalton.com/,
135,77d56dc6000df3f,15,Don,Gloutnay,Don Gloutnay,Cohen-Henderson,La Prairie,Canada,870-417-5661,793-402-5061,FALSE,gloutnaydon@email.com,10/31/2021,https://lynn.com/,
136,c041f3a80002bcd,15,Mohammed,Tardi,Mohammed Tardi,Bowen Inc,Coquitlam,Canada,366-661-5271,785-359-4718,FALSE,tardimohammed@email.com,9/19/2021,https://brown.biz/,
137,34d393c70009927,15,Michael,Alonso,Michael Alonso,"Hogan, Rice and Roy",28036 MADRID,Spain,380-617-7801,114-259-4382,FALSE,alonsomichael@email.com,3/13/2021,https://www.cooke.com/,
138,e04c0bb30004b2f,15,Charles,Legentil,Charles Legentil,Farrell-Bryan,Saint-Laurent,Canada,061-967-9081,0,FALSE,legentilcharles@email.com,6/30/2021,https://zamora-ross.org/,
139,58d415c10005606,15,Gordon,Fielenbach,Gordon Fielenbach,Boyer-Hart,D-79713 Bad Saeckingen,Germany,079-417-9763,729-401-8838,FALSE,fielenbachgordon@email.com,6/30/2021,https://estes.com/,
140,653b65850000ebb,15,Robert,Verwoerd,Robert Verwoerd,Glover-Roberts,6644 AZ Ewijk,Netherlands,236-969-0967,632-797-8496,FALSE,verwoerdrobert@email.com,3/14/2021,https://www.anthony-davis.info/,
141,e11b86c0000db6d,15,J Clark,Bruns,J Clark Bruns,Mckenzie-Simon,Cambridge,Canada,504-650-1379,471-229-8657,FALSE,brunsj clark@email.com,5/31/2021,https://www.barry.com/,
142,829a02b9000853b,15,Eriks,Desbiens,Eriks Desbiens,"Booker, Castillo and Beck",Chateauguay,Canada,996-187-8214,052-968-8180,FALSE,desbienseriks@email.com,3/31/2021,https://www.gutierrez.com/,
143,a036d28a000a18f,15,Bernard,Landry,Bernard Landry,Mercer-Booth,Montreal,Canada,907-325-7885,762-711-5467,FALSE,landrybernard@email.com,6/30/2021,https://www.wyatt.com/,
144,444ab7c00006b5b,15,Claude,Murphy,Claude Murphy,Thompson-Fritz,Mississauga,Canada,499-678-2793,516-823-2327,FALSE,murphyclaude@email.com,1/31/2021,https://www.velasquez-white.org/,
145,fd910dfc000fe37,15,Luc,L'Abbe,Luc L'Abbe,"Fleming, Zamora and Graham",Laval,Canada,333-046-0351,0,FALSE,labbeluc@email.com,10/1/2021,https://www.owen.org/,
146,1ed59315580000000,17,Jan,Bickle,Jan Bickle,Tanner-Richards,Ajax,Canada,678-518-4984,875-641-0333,FALSE,bicklejan@email.com,10/31/2021,https://www.richard-horne.biz/,
147,802cf12a0000000,15,Allen,Gravel,Allen Gravel,Navarro-Payne,Montreal,Canada,662-590-1788,143-161-4985,FALSE,gravelallen@email.com,5/14/2021,https://www.matthews-ware.com/,
148,0f4191f50001a19,15,Wally,Beaudoin,Wally Beaudoin,Conrad-Hanson,Saint-Laurent,Canada,815-244-2002,621-270-9355,FALSE,beaudoinwally@email.com,2/17/2021,https://www.donaldson-vega.com/,
149,644b65ec0000207,15,John,Livingstone,John Livingstone,Bernard and Sons,Kentville,Canada,256-921-9316,530-747-6571,FALSE,livingstonejohn@email.com,8/22/2021,https://www.barron.com/,
150,f8600df70007efc,15,Geoff,Dusome,Geoff Dusome,"Rodgers, Bullock and Daniels",Winnipeg,Canada,159-547-6407,166-934-2168,FALSE,dusomegeoff@email.com,10/31/2021,https://colon.com/,
151,18b264d1000f1ad,15,Roshni,Sauter Miller,Roshni Sauter Miller,"Schaefer, Hobbs and Wells",1000 San Jose,Costa Rica,912-173-7608,126-581-3225,FALSE,sauter millerroshni@email.com,10/30/2021,https://fritz-alexander.org/,
152,64bd482d00026a1,15,David,Silva,David Silva,Blackwell-Randall,6219 NT MAASSTRICHT,Netherlands,396-483-1471,496-386-6284,FALSE,silvadavid@email.com,10/31/2021,https://randolph-kane.biz/,
153,f60cc5bf0099000,15,Brian,Bergkamp,Brian Bergkamp,Perry and Sons,5685 BC BEST,Netherlands,241-537-5263,091-580-3447,FALSE,bergkampbrian@email.com,7/24/2021,https://murray.com/,
154,ed0cf8d1000c53c,15,Dean,Daamen,Dean Daamen,"Fleming, Johns and Morrow",3823 DP AMERSFOORT,Netherlands,807-797-8740,005-389-4368,FALSE,daamendean@email.com,7/15/2021,https://www.lin-flowers.com/,
155,9da119ea000772f,15,Lester,Bechte,Lester Bechte,Ingram-Murphy,30459 Hannover,Germany,159-731-3544,752-880-9590,FALSE,bechtelester@email.com,12/15/2020,https://booth.com/,
156,0fe160c1000f879,15,Reinaldo,Meyers,Reinaldo Meyers,"Parsons, Kerr and Robbins",Dhahran,Saudi Arabia,020-378-7777,551-426-3999,FALSE,meyersreinaldo@email.com,9/19/2021,https://www.austin.com/,
157,98a5c90d9000000000000000000000000000000000000000000000000000000000000,69,Linda,Peddie-Vasquez,Linda Peddie-Vasquez,"Ali, Woodward and Woodard",Orangeville,Canada,776-325-2657,793-131-4867,FALSE,peddie-vasquezlinda@email.com,2/27/2021,https://www.ayers-jensen.com/,
158,24016856000717b,15,Leigh,Remecki,Leigh Remecki,"Galloway, Owen and Ibarra",Mirabel,Canada,981-851-6829,443-349-2802,FALSE,remeckileigh@email.com,5/31/2021,https://castillo.com/,
159,dc0e4143000f2fb,15,Cornelis,Wesenberg,Cornelis Wesenberg,Zamora and Sons,Ottawa,Canada,578-124-7689,069-988-0883,FALSE,wesenbergcornelis@email.com,11/30/2020,https://moon-parsons.com/,
160,9e14707b0003fa8,15,Alan,Kaufman,Alan Kaufman,Francis-Kline,Kitchener,Canada,773-187-1234,070-346-3476,FALSE,kaufmanalan@email.com,1/8/2021,https://hooper-humphrey.com/,
161,c0ea20e20001ac0,15,John,Enns,John Enns,Jones and Sons,Calgary,Canada,219-079-3350,659-301-1825,FALSE,ennsjohn@email.com,4/24/2021,https://www.waller.com/,
162,d12ef2de0000497,15,Haruki,Myers,Haruki Myers,Montoya PLC,Mississauga,Canada,795-178-9635,470-901-6154,FALSE,myersharuki@email.com,6/30/2021,https://www.rosario.com/,
163,c1d1b405000f9d9,15,Phillipe,Homburg,Phillipe Homburg,Pugh-Odom,4002 GB TIEL,Netherlands,803-568-5156,534-578-6289,FALSE,homburgphillipe@email.com,5/16/2021,https://lawrence.biz/,
164,8bd37e2a000677c,15,Donald,Ulmer,Donald Ulmer,Rhodes-Carter,Kanata,Canada,575-649-9602,749-695-2828,FALSE,ulmerdonald@email.com,1/4/2021,https://kirk.org/,
165,40f11b990003093,15,Andre,Alarie,Andre Alarie,Estrada-Atkins,Saint-Romuald,Canada,797-490-4550,930-650-3473,FALSE,alarieandre@email.com,10/10/2021,https://www.boone.com/,
166,8a1fc335000a260,15,Ellen,Francis,Ellen Francis,Chan Ltd,Burnaby,Canada,174-469-3483,603-374-1226,FALSE,francisellen@email.com,11/30/2021,https://www.hess.net/,
167,92176bea0002197,15,Ramon,Drolet,Ramon Drolet,Harrell PLC,Saint-Francois-de-la-Rivere-du-Sud,Canada,073-458-6092,943-404-0481,FALSE,droletramon@email.com,1/27/2021,https://frazier-stephenson.org/,
168,794f3589000217f,15,Pierre,Belley,Pierre Belley,Mayer PLC,Montreal,Canada,220-915-3707,760-365-3897,FALSE,belleypierre@email.com,4/30/2021,https://nixon.com/,
169,930038f100003c6,15,Ron,Zimmermann,Ron Zimmermann,"Bautista, Blevins and Joyce",Chateauguay,Canada,134-470-3456,195-208-7749,FALSE,zimmermannron@email.com,8/26/2021,https://bean.net/,
170,087565d50002b82,15,Francisco,Aaram,Francisco Aaram,Mercer and Sons,1346 GJETTUM,Norway,337-643-5663,182-859-7395,FALSE,aaramfrancisco@email.com,1/31/2021,https://www.nixon.com/,
171,e65fb216000eeae,15,Bruce,Broker,Bruce Broker,Cardenas-Carney,5627 HC Eindhoven,Netherlands,437-970-3543,484-993-6871,FALSE,brokerbruce@email.com,3/14/2021,https://blackwell-stout.net/,
172,014b54260008083,15,Garry,Mercure,Garry Mercure,Garrett-Gallagher,Pierrefond,Canada,408-278-0968,526-729-4712,FALSE,mercuregarry@email.com,3/1/2021,https://www.ruiz.com/,
173,832d9d6e0005068,15,Howard,Paquin,Howard Paquin,"Keith, Howard and Hawkins",Ottawa,Canada,156-363-2974,101-514-2162,FALSE,paquinhoward@email.com,6/12/2021,https://www.livingston.com/,
174,ddad07cd000bdaf,15,Hamid,Hoon,Hamid Hoon,Huber-Castro,SINGAPORE,Singapore,632-700-4999,375-954-4398,FALSE,hoonhamid@email.com,6/28/2021,https://www.atkinson.net/,
175,b43e7a7e0006bc3,15,Marie,Cook,Marie Cook,Rose Ltd,Vancouver,Canada,499-415-9248,960-370-6804,FALSE,cookmarie@email.com,4/30/2021,https://www.glover.org/,
176,a8011022000e4a4,15,Robert,Faccone,Robert Faccone,Gentry-Waters,Dorval,Canada,894-188-0945,819-808-7937,FALSE,facconerobert@email.com,6/30/2021,https://jimenez.net/,
177,5a4c9388000920d,15,Dave,Wadsworth,Dave Wadsworth,Fisher PLC,Toronto,Canada,744-078-1419,463-492-5230,FALSE,wadsworthdave@email.com,10/22/2021,https://coffey.net/,
178,f50e89b6000091b,15,Ross,Di Mario,Ross Di Mario,"Thompson, Sellers and Lloyd",Stittsville,Canada,0,467-716-8716,FALSE,di marioross@email.com,4/30/2021,https://fernandez.com/,
179,f76520590006955,15,John,Hickey,John Hickey,"Rice, Gould and Mccall",Port Colborne,Canada,468-269-4682,655-716-4940,FALSE,hickeyjohn@email.com,10/31/2021,https://www.phillips.info/,
180,6cdf1e87000a826,15,Wilhelm,Shipley,Wilhelm Shipley,Cordova Group,Elmira,Canada,725-960-3587,611-044-7130,FALSE,shipleywilhelm@email.com,11/17/2021,https://www.jenkins-krueger.info/,
181,2b08fc73000525a,15,David,Desjardins,David Desjardins,Kramer-Parsons,Mont-Royal,Canada,836-038-9393,691-674-8671,FALSE,desjardinsdavid@email.com,3/19/2021,https://www.carr.org/,
182,af61adb9000da50,15,Brent,McAllister,Brent McAllister,Rice LLC,Niagara Falls,Canada,841-483-3064,274-619-0114,FALSE,mcallisterbrent@email.com,3/2/2021,https://monroe.info/,
